Subject,Item,Key,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9
12,going_to_rabbit,7.0,6.0,3.0,7.0,8.0,7.0,3.0,7.0,5.0,7.0,1.0
12,going_to_beer,5.0,2.0,5.0,2.0,3.0,5.0,7.0,5.0,2.0,5.0,5.5
12,going_to_apple,2.0,7.0,6.0,6.0,6.0,3.0,5.0,6.0,1.0,2.0,8.0
12,gathering_water,5.0,8.0,1.0,8.0,2.0,7.0,8.0,6.0,6.0,5.0,6.5
12,gathering_pear,3.0,5.0,7.0,5.0,6.5,3.0,5.0,3.0,8.0,3.0,6.5
12,gathering_peach,6.0,3.0,8.0,3.0,8.0,5.0,7.0,4.0,5.0,6.0,6.5
12,gathering_juice,8.0,6.0,3.5,6.0,6.5,6.0,1.0,7.0,2.0,8.0,4.0
12,gathering_deer,1.0,1.0,3.5,1.0,4.0,2.0,4.0,1.0,7.0,1.0,2.0
12,gathering_rabbit,2.0,2.0,6.0,2.0,1.0,1.0,2.5,2.0,3.5,2.0,1.0
12,gathering_beer,7.0,7.0,2.0,7.0,3.0,8.0,2.5,8.0,1.0,7.0,6.5
12,gathering_apple,4.0,4.0,5.0,4.0,5.0,4.0,6.0,5.0,3.5,4.0,3.0
12,boiling_water,6.0,8.0,6.0,8.0,5.0,6.0,5.0,8.0,7.0,6.0,7.5
12,boiling_pear,2.5,3.0,8.0,3.0,4.0,2.5,2.0,3.0,4.0,1.0,3.5
12,boiling_peach,2.5,3.0,7.0,5.0,8.0,2.5,4.0,5.0,3.0,3.0,3.5
12,boiling_juice,8.0,6.0,3.0,6.0,2.0,8.0,8.0,7.0,5.0,8.0,6.0
12,boiling_deer,5.0,3.0,5.0,1.5,3.0,2.5,1.0,2.0,1.0,4.0,2.0
12,boiling_rabbit,1.0,3.0,2.0,1.5,6.0,2.5,6.0,1.0,2.0,5.0,1.0
12,boiling_beer,7.0,7.0,1.0,7.0,1.0,7.0,7.0,6.0,8.0,7.0,7.5
12,boiling_apple,4.0,3.0,4.0,4.0,7.0,5.0,3.0,4.0,6.0,2.0,5.0
12,pouring_water,6.0,8.0,3.0,8.0,1.0,8.0,7.0,7.0,1.0,6.0,7.5
12,pouring_pear,2.0,4.0,5.0,3.0,8.0,3.0,2.0,3.0,6.0,1.0,3.5
12,pouring_peach,3.0,5.0,1.0,3.0,6.0,5.0,6.0,5.0,8.0,3.0,3.5
12,pouring_juice,8.0,6.0,7.0,6.0,5.0,6.0,8.0,8.0,5.0,8.0,6.0
12,pouring_deer,5.0,1.5,4.0,3.0,3.0,1.0,5.0,1.0,2.0,4.0,2.0
12,pouring_rabbit,1.0,1.5,2.0,3.0,4.0,2.0,3.0,2.0,3.0,5.0,1.0
12,pouring_beer,7.0,7.0,8.0,7.0,2.0,7.0,1.0,6.0,4.0,7.0,7.5
12,pouring_apple,4.0,3.0,6.0,3.0,7.0,4.0,4.0,4.0,7.0,2.0,5.0
12,drinking_water,6.0,8.0,3.0,8.0,4.0,5.0,4.0,6.0,7.0,6.0,7.5
12,drinking_pear,2.0,4.0,2.0,2.0,7.0,8.0,6.0,2.0,8.0,1.0,3.5
12,drinking_peach,3.0,5.0,7.0,5.0,8.0,7.0,1.0,4.0,1.0,3.0,3.5
12,drinking_juice,8.0,6.0,4.0,6.0,1.0,3.0,5.0,8.0,3.0,8.0,6.0
12,drinking_deer,5.0,1.0,1.0,1.0,6.0,1.0,3.0,1.0,4.0,4.0,2.0
12,drinking_rabbit,1.0,2.0,8.0,4.0,3.0,2.0,2.0,5.0,2.0,5.0,1.0
12,drinking_beer,7.0,7.0,6.0,7.0,5.0,4.0,8.0,7.0,6.0,7.0,7.5
12,drinking_apple,4.0,3.0,5.0,3.0,2.0,6.0,7.0,3.0,5.0,2.0,5.0
12,washing_water,2.5,2.0,5.0,1.0,2.0,4.0,1.0,1.0,5.0,1.0,2.0
12,washing_pear,6.0,6.0,8.0,8.0,4.0,6.0,8.0,7.0,7.0,6.0,7.5
12,washing_peach,8.0,8.0,2.0,6.0,7.0,8.0,7.0,8.0,6.0,8.0,7.5
12,washing_juice,1.0,4.0,4.0,3.0,6.0,3.0,3.0,3.0,2.5,3.0,2.0
12,washing_deer,4.0,1.0,1.0,4.0,8.0,1.0,5.0,4.0,1.0,4.0,5.0
12,washing_rabbit,5.0,5.0,6.0,5.0,3.0,5.0,4.0,5.0,2.5,5.0,4.0
12,washing_beer,2.5,3.0,3.0,2.0,5.0,2.0,2.0,2.0,4.0,2.0,2.0
12,washing_apple,7.0,7.0,7.0,7.0,1.0,7.0,6.0,6.0,8.0,7.0,6.0
12,peeling_water,1.0,2.5,6.0,2.5,8.0,5.0,2.0,2.0,6.0,1.0,2.5
12,peeling_pear,6.0,8.0,3.0,8.0,3.0,7.0,4.0,8.0,7.0,6.0,7.5
12,peeling_peach,8.0,6.0,2.0,6.0,4.0,6.0,5.0,6.0,5.0,8.0,7.5
12,peeling_juice,3.0,2.5,4.0,2.5,6.0,1.5,1.0,4.0,4.0,3.0,1.0
12,peeling_deer,4.0,2.5,8.0,2.5,2.0,3.0,3.0,1.0,3.0,4.0,5.0
12,peeling_rabbit,5.0,5.0,1.0,5.0,1.0,4.0,6.0,5.0,1.0,5.0,4.0
12,peeling_beer,2.0,2.5,7.0,2.5,7.0,1.5,8.0,3.0,2.0,2.0,2.5
12,peeling_apple,7.0,7.0,5.0,7.0,5.0,8.0,7.0,7.0,8.0,7.0,6.0
12,eating_water,1.0,1.0,6.0,2.5,2.0,3.0,7.0,2.0,5.0,1.0,2.5
12,eating_pear,5.0,8.0,8.0,8.0,8.0,6.0,8.0,6.0,8.0,5.0,7.5
12,eating_peach,7.0,5.0,3.0,6.0,5.0,5.0,3.0,8.0,6.0,7.0,7.5
12,eating_juice,3.0,3.0,2.0,2.5,1.0,2.0,4.0,3.0,3.0,3.0,1.0
12,eating_deer,4.0,4.0,7.0,2.5,6.0,4.0,1.0,1.0,2.0,4.0,4.0
12,eating_rabbit,8.0,6.0,1.0,5.0,7.0,8.0,6.0,5.0,4.0,8.0,5.0
12,eating_beer,2.0,2.0,4.0,2.5,4.0,1.0,2.0,4.0,1.0,2.0,2.5
12,eating_apple,6.0,7.0,5.0,7.0,3.0,7.0,5.0,7.0,7.0,6.0,6.0
12,chasing_water,1.0,4.0,6.0,1.0,5.0,1.0,6.0,2.0,7.0,1.0,2.0
12,chasing_pear,4.0,1.0,1.0,4.0,6.0,4.0,2.0,4.0,2.0,4.0,4.5
12,chasing_peach,5.0,3.0,2.0,5.0,3.0,6.0,5.0,5.0,5.0,6.0,4.5
12,chasing_juice,3.0,6.0,7.0,3.0,7.0,3.0,4.0,2.0,6.0,3.0,2.0
12,chasing_deer,8.0,8.0,8.0,8.0,2.0,8.0,1.0,8.0,4.0,8.0,8.0
12,chasing_rabbit,7.0,7.0,3.0,7.0,4.0,7.0,3.0,7.0,1.0,7.0,7.0
12,chasing_beer,2.0,5.0,5.0,2.0,1.0,2.0,8.0,2.0,8.0,2.0,2.0
12,chasing_apple,6.0,2.0,4.0,6.0,8.0,5.0,7.0,6.0,3.0,5.0,6.0
12,shooting_water,1.0,2.0,8.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,2.5
12,shooting_pear,4.0,4.0,3.0,1.0,7.0,4.0,7.0,1.0,5.0,4.0,4.5
12,shooting_peach,5.0,6.0,5.0,4.0,4.0,6.0,4.0,6.0,1.0,6.0,4.5
12,shooting_juice,3.0,2.0,2.0,6.0,6.0,3.0,8.0,4.0,8.0,3.0,1.0
12,shooting_deer,8.0,8.0,6.0,8.0,5.0,8.0,1.0,8.0,2.0,8.0,8.0
12,shooting_rabbit,7.0,7.0,1.0,7.0,1.0,7.0,2.0,7.0,4.0,7.0,7.0
12,shooting_beer,2.0,2.0,4.0,5.0,3.0,2.0,5.0,3.0,6.0,2.0,2.5
12,shooting_apple,6.0,5.0,7.0,2.0,8.0,5.0,6.0,5.0,7.0,5.0,6.0
12,butchering_water,1.0,2.0,2.0,1.0,6.0,3.0,3.0,1.0,4.0,1.0,2.5
12,butchering_pear,4.0,5.0,4.0,4.0,1.0,5.0,6.0,4.0,7.0,4.0,4.5
12,butchering_peach,5.0,6.0,7.0,6.0,8.0,7.0,8.0,6.0,3.0,6.0,4.5
12,butchering_juice,3.0,2.0,1.0,3.0,4.0,1.0,2.0,3.0,6.0,3.0,1.0
12,butchering_deer,7.0,8.0,5.0,7.0,5.0,8.0,4.0,7.0,5.0,7.0,8.0
12,butchering_rabbit,8.0,7.0,8.0,8.0,2.0,6.0,1.0,8.0,8.0,8.0,7.0
12,butchering_beer,2.0,2.0,3.0,2.0,7.0,2.0,7.0,2.0,1.0,2.0,2.5
12,butchering_apple,6.0,4.0,6.0,5.0,3.0,4.0,5.0,5.0,2.0,5.0,6.0
12,cooking_water,1.0,1.0,6.0,1.0,3.0,1.0,4.0,1.0,7.0,1.0,2.5
12,cooking_pear,4.0,4.0,2.0,5.0,5.0,4.0,6.0,4.0,2.0,4.0,4.5
12,cooking_peach,5.0,7.0,8.0,7.0,1.0,6.0,5.0,6.0,4.0,6.0,4.5
12,cooking_juice,3.0,3.0,7.0,3.0,8.0,3.0,8.0,3.0,6.0,3.0,1.0
12,cooking_deer,7.0,6.0,5.0,4.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0
12,cooking_rabbit,8.0,8.0,1.0,8.0,2.0,8.0,1.0,8.0,8.0,8.0,8.0
12,cooking_beer,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,5.0,2.0,2.5
12,cooking_apple,6.0,5.0,3.0,6.0,6.0,5.0,3.0,5.0,3.0,5.0,6.0
12,trapping_water,1.0,4.0,4.0,1.0,8.0,4.0,8.0,2.0,8.0,1.0,2.5
12,trapping_pear,4.0,4.0,7.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,5.5
12,trapping_peach,5.0,4.0,6.0,5.0,3.0,4.0,5.0,5.0,7.0,6.0,5.5
12,trapping_juice,3.0,4.0,1.0,3.0,7.0,4.0,4.0,2.0,3.0,3.0,1.0
12,trapping_deer,7.0,4.0,2.0,7.0,4.0,4.0,7.0,7.0,1.0,7.0,7.0
12,trapping_rabbit,8.0,8.0,8.0,8.0,5.0,8.0,6.0,8.0,2.0,8.0,8.0
12,trapping_beer,2.0,4.0,3.0,2.0,6.0,4.0,1.0,2.0,6.0,2.0,2.5
12,trapping_apple,6.0,4.0,5.0,6.0,2.0,4.0,2.0,6.0,5.0,5.0,4.0
12,waiting_water,1.0,2.0,6.0,4.0,2.0,1.0,3.0,2.0,5.0,1.0,2.5
12,waiting_pear,4.0,4.0,2.0,4.0,6.0,4.0,5.0,1.0,3.0,4.0,5.5
12,waiting_peach,5.0,6.0,1.0,4.0,7.0,6.0,1.0,6.0,7.0,6.0,5.5
12,waiting_juice,3.0,2.0,8.0,4.0,4.0,3.0,7.0,5.0,6.0,3.0,1.0
12,waiting_deer,7.0,7.0,3.0,4.0,5.0,7.0,6.0,7.0,1.0,7.0,7.0
12,waiting_rabbit,8.0,8.0,5.0,8.0,8.0,8.0,2.0,8.0,2.0,8.0,8.0
12,waiting_beer,2.0,2.0,7.0,4.0,1.0,2.0,8.0,3.0,4.0,2.0,2.5
12,waiting_apple,6.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,8.0,5.0,4.0
12,catching_water,1.0,2.0,4.0,3.0,5.0,1.0,5.0,2.0,7.0,1.0,2.5
12,catching_pear,4.0,4.0,2.0,1.0,4.0,4.0,3.0,1.0,8.0,4.0,5.5
12,catching_peach,5.0,6.0,3.0,4.0,8.0,6.0,8.0,6.0,2.0,6.0,5.5
12,catching_juice,3.0,2.0,5.0,6.0,2.0,3.0,1.0,5.0,6.0,3.0,1.0
12,catching_deer,7.0,7.0,7.0,7.0,7.0,7.0,2.0,7.0,1.0,7.0,7.0
12,catching_rabbit,8.0,8.0,8.0,8.0,1.0,8.0,4.0,8.0,5.0,8.0,8.0
12,catching_beer,2.0,2.0,1.0,5.0,6.0,2.0,7.0,4.0,4.0,2.0,2.5
12,catching_apple,6.0,5.0,6.0,2.0,3.0,5.0,6.0,3.0,3.0,5.0,4.0
12,throwing_water,1.0,4.0,6.0,3.5,6.0,4.0,6.0,1.0,8.0,1.0,2.5
12,throwing_pear,4.0,1.0,8.0,3.5,8.0,1.0,2.0,4.0,7.0,4.0,4.5
12,throwing_peach,5.0,3.0,4.0,3.5,2.0,3.0,7.0,5.0,4.0,6.0,4.5
12,throwing_juice,3.0,6.0,1.0,3.5,3.0,6.0,1.0,2.0,3.0,3.0,1.0
12,throwing_deer,8.0,8.0,2.0,8.0,1.0,8.0,3.0,8.0,6.0,8.0,8.0
12,throwing_rabbit,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,1.0,7.0,7.0
12,throwing_beer,2.0,5.0,5.0,3.5,5.0,5.0,4.0,3.0,5.0,2.0,2.5
12,throwing_apple,6.0,2.0,3.0,3.5,4.0,2.0,5.0,6.0,2.0,5.0,6.0
12,stabbing_water,1.0,2.0,7.0,3.0,5.0,1.0,8.0,2.0,8.0,1.0,2.5
12,stabbing_pear,4.0,4.0,4.0,1.0,4.0,4.0,3.0,1.0,1.0,4.0,5.5
12,stabbing_peach,5.0,6.0,1.0,4.0,3.0,6.0,5.0,6.0,4.0,6.0,5.5
12,stabbing_juice,3.0,2.0,5.0,6.0,7.0,3.0,4.0,5.0,3.0,3.0,1.0
12,stabbing_deer,7.0,7.0,6.0,8.0,2.0,7.0,2.0,8.0,7.0,7.0,7.0
12,stabbing_rabbit,8.0,8.0,3.0,7.0,6.0,8.0,1.0,7.0,5.0,8.0,8.0
12,stabbing_beer,2.0,2.0,8.0,5.0,1.0,2.0,7.0,3.0,6.0,2.0,2.5
12,stabbing_apple,6.0,5.0,2.0,2.0,8.0,5.0,6.0,4.0,2.0,5.0,4.0
13,going_to_juice,4.5,3.0,4.0,2.0,5.0,5.0,3.0,3.0,1.0,4.5,4.0
13,going_to_deer,8.0,7.0,8.0,7.0,2.0,8.0,4.0,8.0,8.0,8.0,2.0
13,going_to_rabbit,6.0,8.0,5.0,8.0,1.0,7.0,1.0,7.0,3.0,6.0,1.0
13,going_to_apple,1.0,6.0,3.0,5.0,3.0,2.0,5.0,2.0,2.0,1.0,7.0
13,going_to_water,7.0,1.0,2.0,1.0,4.0,4.0,8.0,6.0,5.0,7.0,4.0
13,going_to_pear,2.0,5.0,7.0,6.0,6.0,3.0,2.0,5.0,6.0,2.0,7.0
13,going_to_peach,3.0,4.0,1.0,4.0,8.0,1.0,7.0,1.0,4.0,3.0,7.0
13,going_to_beer,4.5,2.0,6.0,3.0,7.0,6.0,6.0,4.0,7.0,4.5,4.0
13,gathering_juice,6.5,8.0,4.0,7.0,8.0,7.0,4.0,6.0,6.0,6.5,4.0
13,gathering_deer,2.0,1.0,7.0,1.0,3.0,1.0,6.0,1.0,2.0,2.0,1.0
13,gathering_rabbit,1.0,2.0,8.0,2.0,1.0,2.0,7.0,2.0,8.0,1.0,2.0
13,gathering_apple,3.0,5.0,2.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,7.0
13,gathering_water,8.0,6.0,6.0,6.0,7.0,8.0,2.0,7.0,3.0,8.0,4.0
13,gathering_pear,4.0,3.0,1.0,4.0,6.0,4.0,8.0,5.0,5.0,4.0,7.0
13,gathering_peach,5.0,4.0,5.0,3.0,4.0,5.0,1.0,3.0,7.0,5.0,7.0
13,gathering_beer,6.5,7.0,3.0,8.0,2.0,6.0,3.0,8.0,1.0,6.5,4.0
13,boiling_juice,6.5,8.0,4.0,8.0,5.0,7.0,3.0,8.0,8.0,6.5,7.0
13,boiling_deer,1.0,3.0,1.0,1.5,1.0,3.0,4.0,2.0,4.0,5.0,1.0
13,boiling_rabbit,5.0,3.0,5.0,1.5,6.0,3.0,7.0,1.0,6.0,4.0,2.0
13,boiling_apple,3.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,1.0,1.0,4.0
13,boiling_water,8.0,6.0,8.0,6.0,3.0,8.0,2.0,6.0,5.0,8.0,7.0
13,boiling_pear,3.0,3.0,7.0,5.0,7.0,3.0,1.0,4.0,3.0,2.0,4.0
13,boiling_peach,3.0,3.0,6.0,4.0,2.0,3.0,8.0,3.0,2.0,3.0,4.0
13,boiling_beer,6.5,7.0,2.0,7.0,8.0,6.0,6.0,7.0,7.0,6.5,7.0
13,pouring_juice,6.5,8.0,5.0,8.0,4.0,7.0,6.0,7.0,2.0,6.5,7.0
13,pouring_deer,1.0,3.0,3.0,3.0,1.0,2.0,7.0,2.0,7.0,5.0,1.0
13,pouring_rabbit,5.0,3.0,8.0,3.0,5.0,1.0,1.0,1.0,3.0,4.0,2.0
13,pouring_apple,2.0,3.0,6.0,3.0,3.0,4.0,2.0,5.0,6.0,1.0,4.0
13,pouring_water,8.0,6.0,1.0,6.0,7.0,8.0,3.0,8.0,1.0,8.0,7.0
13,pouring_pear,3.0,3.0,4.0,3.0,8.0,3.0,8.0,4.0,4.0,2.0,4.0
13,pouring_peach,4.0,3.0,2.0,3.0,2.0,5.0,5.0,3.0,5.0,3.0,4.0
13,pouring_beer,6.5,7.0,7.0,7.0,6.0,6.0,4.0,6.0,8.0,6.5,7.0
13,drinking_juice,6.5,8.0,4.0,8.0,8.0,3.0,4.0,7.0,2.0,6.5,7.0
13,drinking_deer,1.0,1.0,8.0,5.0,2.0,1.0,1.0,5.0,1.0,5.0,1.0
13,drinking_rabbit,5.0,2.0,3.0,4.0,3.0,2.0,5.0,3.0,8.0,4.0,2.0
13,drinking_apple,2.0,4.0,5.0,2.0,6.0,8.0,8.0,4.0,3.0,1.0,4.0
13,drinking_water,8.0,6.0,7.0,6.0,5.0,5.0,7.0,8.0,7.0,8.0,7.0
13,drinking_pear,3.0,3.0,1.0,2.0,1.0,6.0,2.0,1.0,6.0,2.0,4.0
13,drinking_peach,4.0,5.0,2.0,2.0,7.0,7.0,3.0,2.0,4.0,3.0,4.0
13,drinking_beer,6.5,7.0,6.0,7.0,4.0,4.0,6.0,6.0,5.0,6.5,7.0
13,chasing_juice,2.0,3.0,5.0,2.0,6.0,2.0,5.0,2.5,5.0,1.5,2.0
13,chasing_deer,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,3.0,8.0,8.0
13,chasing_rabbit,7.0,7.0,1.0,7.0,4.0,7.0,7.0,7.0,8.0,7.0,7.0
13,chasing_apple,6.0,1.0,6.0,5.0,3.0,1.0,3.0,5.0,7.0,4.0,5.0
13,chasing_water,2.0,6.0,7.0,1.0,7.0,6.0,2.0,2.5,1.0,3.0,2.0
13,chasing_pear,5.0,5.0,3.0,6.0,5.0,5.0,6.0,6.0,4.0,5.0,5.0
13,chasing_peach,4.0,4.0,4.0,4.0,8.0,4.0,1.0,2.5,6.0,6.0,5.0
13,chasing_beer,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.5,2.0,1.5,2.0
13,shooting_juice,1.5,2.0,8.0,1.0,2.0,2.0,1.0,1.0,6.0,1.5,2.0
13,shooting_deer,8.0,8.0,1.0,8.0,5.0,8.0,5.0,8.0,4.0,8.0,8.0
13,shooting_rabbit,7.0,7.0,6.0,7.0,6.0,7.0,8.0,7.0,3.0,7.0,7.0
13,shooting_apple,4.0,5.0,5.0,4.0,3.0,5.0,7.0,4.0,7.0,4.0,5.0
13,shooting_water,3.0,2.0,4.0,3.0,8.0,1.0,4.0,3.0,1.0,3.0,2.0
13,shooting_pear,5.0,6.0,7.0,6.0,4.0,6.0,2.0,6.0,5.0,5.0,5.0
13,shooting_peach,6.0,4.0,3.0,5.0,7.0,4.0,6.0,5.0,8.0,6.0,5.0
13,shooting_beer,1.5,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.5,2.0
13,butchering_juice,1.5,2.0,3.0,1.0,1.0,1.5,7.0,1.0,4.0,1.5,2.0
13,butchering_deer,8.0,7.0,1.0,7.0,8.0,4.0,1.0,7.0,8.0,8.0,7.0
13,butchering_rabbit,7.0,8.0,2.0,8.0,2.0,8.0,8.0,8.0,7.0,7.0,8.0
13,butchering_apple,4.0,5.0,8.0,4.0,5.0,6.0,2.0,4.0,1.0,4.0,5.0
13,butchering_water,3.0,2.0,4.0,3.0,7.0,3.0,5.0,3.0,3.0,3.0,2.0
13,butchering_pear,5.0,4.0,6.0,5.0,6.0,5.0,4.0,5.0,6.0,5.0,5.0
13,butchering_peach,6.0,6.0,7.0,6.0,3.0,7.0,3.0,6.0,2.0,6.0,5.0
13,butchering_beer,1.5,2.0,5.0,2.0,4.0,1.5,6.0,2.0,5.0,1.5,2.0
13,washing_juice,1.5,2.0,3.0,1.0,8.0,1.0,2.0,1.0,6.0,1.5,2.0
13,washing_deer,5.0,4.0,4.0,5.0,1.0,5.0,1.0,5.0,3.0,5.0,4.0
13,washing_rabbit,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,5.0
13,washing_apple,6.0,6.0,6.0,8.0,3.0,6.0,6.0,6.0,8.0,6.0,7.0
13,washing_water,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0
13,washing_pear,7.0,8.0,7.0,6.0,5.5,8.0,5.0,7.0,5.0,7.0,7.0
13,washing_peach,8.0,7.0,8.0,7.0,5.5,7.0,7.0,8.0,4.0,8.0,7.0
13,washing_beer,1.5,1.0,2.0,2.0,7.0,2.0,8.0,2.0,7.0,1.5,2.0
13,cooking_juice,1.5,2.0,5.0,2.0,7.0,1.0,5.0,2.0,4.0,1.5,2.0
13,cooking_deer,8.0,8.0,8.0,8.0,3.0,8.0,6.0,8.0,7.0,8.0,8.0
13,cooking_rabbit,7.0,7.0,1.0,4.0,8.0,7.0,3.0,7.0,1.0,7.0,7.0
13,cooking_apple,4.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,5.0
13,cooking_water,3.0,3.0,7.0,3.0,1.0,3.0,1.0,3.0,8.0,3.0,2.0
13,cooking_pear,5.0,6.0,2.0,6.0,5.0,6.0,8.0,6.0,5.0,5.0,5.0
13,cooking_peach,6.0,5.0,3.0,7.0,2.0,5.0,7.0,5.0,2.0,6.0,5.0
13,cooking_beer,1.5,1.0,6.0,1.0,6.0,2.0,4.0,1.0,6.0,1.5,2.0
13,eating_juice,1.5,2.0,5.0,2.0,6.0,2.0,8.0,1.0,2.0,1.5,2.0
13,eating_deer,8.0,6.0,7.0,5.0,5.0,8.0,2.0,5.0,6.0,8.0,5.0
13,eating_rabbit,4.0,4.0,1.0,4.0,7.0,4.0,5.0,4.0,8.0,4.0,4.0
13,eating_apple,5.0,7.0,6.0,7.0,3.0,5.0,7.0,6.0,3.0,5.0,7.0
13,eating_water,3.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0
13,eating_pear,6.0,8.0,2.0,8.0,4.0,7.0,6.0,8.0,7.0,6.0,7.0
13,eating_peach,7.0,5.0,8.0,6.0,2.0,6.0,1.0,7.0,4.0,7.0,7.0
13,eating_beer,1.5,1.0,4.0,2.0,8.0,3.0,3.0,2.0,5.0,1.5,2.0
13,trapping_juice,1.5,4.0,8.0,2.0,8.0,4.0,6.0,2.5,2.0,1.5,2.0
13,trapping_deer,7.0,4.0,6.0,7.0,6.0,4.0,4.0,7.0,1.0,7.0,7.0
13,trapping_rabbit,8.0,8.0,3.0,8.0,1.0,8.0,5.0,8.0,7.0,8.0,8.0
13,trapping_apple,4.0,4.0,1.0,5.0,3.0,4.0,7.0,5.0,5.0,4.0,5.0
13,trapping_water,3.0,4.0,5.0,1.0,5.0,4.0,8.0,2.5,6.0,3.0,2.0
13,trapping_pear,5.0,4.0,4.0,6.0,2.0,4.0,2.0,6.0,4.0,5.0,5.0
13,trapping_peach,6.0,4.0,2.0,4.0,4.0,4.0,1.0,2.5,3.0,6.0,5.0
13,trapping_beer,1.5,4.0,7.0,3.0,7.0,4.0,3.0,2.5,8.0,1.5,2.0
13,waiting_juice,1.5,2.5,4.0,4.0,5.0,2.0,1.0,2.0,5.0,1.5,2.0
13,waiting_deer,7.0,2.5,3.0,4.0,7.0,6.0,5.0,1.0,8.0,7.0,7.0
13,waiting_rabbit,8.0,8.0,1.0,8.0,1.0,8.0,8.0,8.0,7.0,8.0,8.0
13,waiting_apple,4.0,6.0,8.0,4.0,8.0,5.0,6.0,5.0,4.0,4.0,5.0
13,waiting_water,3.0,2.5,5.0,4.0,3.0,1.0,3.0,4.0,2.0,3.0,2.0
13,waiting_pear,5.0,7.0,7.0,4.0,4.0,7.0,2.0,7.0,3.0,5.0,5.0
13,waiting_peach,6.0,5.0,6.0,4.0,6.0,4.0,7.0,6.0,6.0,6.0,5.0
13,waiting_beer,1.5,2.5,2.0,4.0,2.0,3.0,4.0,3.0,1.0,1.5,2.0
13,catching_juice,1.5,2.0,5.0,1.0,1.0,2.0,8.0,1.0,1.0,1.5,2.0
13,catching_deer,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0
13,catching_rabbit,8.0,8.0,1.0,8.0,2.0,8.0,1.0,8.0,8.0,8.0,8.0
13,catching_apple,4.0,5.0,4.0,4.0,8.0,5.0,3.0,4.0,2.0,4.0,5.0
13,catching_water,3.0,2.0,3.0,3.0,5.0,1.0,5.0,3.0,3.0,3.0,2.0
13,catching_pear,5.0,6.0,2.0,6.0,6.0,6.0,4.0,6.0,6.0,5.0,5.0
13,catching_peach,6.0,4.0,6.0,5.0,7.0,4.0,2.0,5.0,4.0,6.0,5.0
13,catching_beer,1.5,2.0,8.0,2.0,3.0,3.0,6.0,2.0,5.0,1.5,2.0
13,stabbing_juice,1.5,3.0,7.0,3.5,7.0,2.0,7.0,3.0,1.0,1.5,2.0
13,stabbing_deer,8.0,8.0,1.0,8.0,8.0,8.0,4.0,8.0,7.0,8.0,8.0
13,stabbing_rabbit,7.0,7.0,6.0,7.0,3.0,7.0,3.0,7.0,8.0,7.0,7.0
13,stabbing_apple,4.0,1.0,2.0,3.5,5.0,1.0,8.0,2.0,3.0,4.0,5.0
13,stabbing_water,3.0,6.0,5.0,3.5,4.0,6.0,6.0,5.0,5.0,3.0,2.0
13,stabbing_pear,5.0,5.0,3.0,3.5,2.0,5.0,5.0,6.0,4.0,5.0,5.0
13,stabbing_peach,6.0,4.0,4.0,3.5,1.0,4.0,1.0,1.0,2.0,6.0,5.0
13,stabbing_beer,1.5,2.0,8.0,3.5,6.0,3.0,2.0,4.0,6.0,1.5,2.0
13,peeling_juice,1.5,2.5,3.0,2.5,1.0,2.0,4.0,3.0,1.0,1.5,2.0
13,peeling_deer,4.0,5.0,1.0,5.0,7.0,5.0,5.0,2.0,4.0,5.0,5.0
13,peeling_rabbit,5.0,2.5,2.0,2.5,2.0,4.0,1.0,1.0,7.0,4.0,4.0
13,peeling_apple,6.0,8.0,8.0,8.0,3.0,6.0,6.0,6.0,8.0,6.0,7.0
13,peeling_water,3.0,2.5,4.0,2.5,5.0,2.0,2.0,5.0,5.0,3.0,2.0
13,peeling_pear,7.0,7.0,6.0,7.0,4.0,8.0,3.0,8.0,3.0,7.0,7.0
13,peeling_peach,8.0,6.0,7.0,6.0,8.0,7.0,7.0,7.0,6.0,8.0,7.0
13,peeling_beer,1.5,2.5,5.0,2.5,6.0,2.0,8.0,4.0,2.0,1.5,2.0
14,going_to_beer,3.0,4.0,5.0,4.0,8.0,4.0,6.0,3.5,2.0,3.0,4.5
14,going_to_peach,4.0,3.0,1.0,4.0,1.0,3.0,2.0,3.5,8.0,4.0,4.5
14,going_to_deer,8.0,8.0,6.5,8.0,3.0,8.0,7.0,8.0,3.0,8.0,2.0
14,going_to_rabbit,7.0,7.0,8.0,4.0,5.0,7.0,5.0,7.0,6.0,7.0,1.0
