Run,Sentence,Token,Word
0,141,2,deer
0,142,0,Jessica
0,142,1,going_to
0,142,2,deer
0,143,0,Jessica
0,143,1,going_to
0,143,2,deer
0,144,0,Jessica
0,144,1,going_to
0,144,2,deer
0,145,0,Jessica
0,145,1,chasing
0,145,2,deer
0,146,0,Jessica
0,146,1,searching
0,147,0,Jessica
0,147,1,going_to
0,147,2,deer
0,148,0,Jessica
0,148,1,going_to
0,148,2,deer
0,149,0,Jessica
0,149,1,going_to
0,149,2,deer
0,150,0,Jessica
0,150,1,chasing
0,150,2,deer
0,151,0,Jessica
0,151,1,searching
0,152,0,Jessica
0,152,1,going_to
0,152,2,deer
0,153,0,Jessica
0,153,1,going_to
0,153,2,deer
0,154,0,Jessica
0,154,1,going_to
0,154,2,deer
0,155,0,Jessica
0,155,1,going_to
0,155,2,deer
0,156,0,Jessica
0,156,1,chasing
0,156,2,deer
0,157,0,Jessica
0,157,1,searching
0,158,0,Jessica
0,158,1,going_to
0,158,2,deer
0,159,0,Jessica
0,159,1,going_to
0,159,2,deer
